1	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	You can find the contact information in the webpage
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	Go to  Login → Get Started → Test Case Group
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	Sorry, we don’t have this option.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	Not exactly. The same directory stays open only if you only use this app.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	Yes. Please click the ‘CONTACT’ button in the left panel to contact the administrator
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	JSON. You should build your context tree as a json file.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	We will add the feature in future.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	Actually, there is no restrictions. However, more nodes will take more time to generate test cases and modeling inputs.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	The output tree can be auto generated or the user can manually create the tree.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	No.
1	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	Please  click the ‘CONTACT’ button in the left panel
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	Mouse hovers on a node and right click, then the option list will appear.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	Great question! The greater the number of nodes, the more test cases will be generated and the longer it will take. So if possible create a tree with necessary key values.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	Mouse hovers on a node and right click. Then you will see the delete option.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	You can go to Login → Get Started → DATA ADMINISTRATION, select file type (input, context or output) then click submit.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	You can modify it offline and then upload the modified file, or modify online in the workspace and save the updated version.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	There are two methods: Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select   1. “Create Child Node” option.A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required,then click create to add nodes to the tree. OR’ 2. “Create 5 Nodes” option to add five child nodes with default names. Then select the node to rename with appropriate values
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	Yep! Each node in the context tree stands for a context feature you designed. Besides, just let you know, you can enter subnodes as subfeatures as well.
0	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin?	Please click the ‘CONTACT’ button in the left panel.
1	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	Please contact the administrator for that
0	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	You can try Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed.
0	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	Sure. You can upload your own tree by using JSON file.
0	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	Once the “test case group” is created, users can edit input,context and output trees. Basically, you can generate the test case group first and then edit the information.
0	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	Thanks for your suggestion. We'll think about it.
0	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
0	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	In Input tree modeling we are defining the factors which need to be considered while testing a certain product.  We use this tree while defining the test case group and to generate the test cases Test Case Input modeling refers to Data/Input Data required for the test case. In this module, we are providing the user ability to add input data to the test case either manually or with the help of a web search engine
0	I can’t login with my account and password. 	 Do you want to find your password? 	 Yes. Please reset my password.	We plan to do that later
